Raw,Time,Amplitude
b'4\r\n',7.7292935,4
b'4\r\n',7.7294825,4
b'4\r\n',7.7296631,4
b'4\r\n',7.7298327,4
b'4\r\n',7.7300007,4
b'4\r\n',7.7302311,4
b'4\r\n',7.7304214,4
b'5\r\n',7.7306653,5
b'5\r\n',7.7308283,5
b'5\r\n',7.7309796,5
b'245\r\n',7.7312317,245
b'248\r\n',7.7314821,248
b'248\r\n',7.731732,248
b'248\r\n',7.7331259,248
b'15\r\n',7.733342,15
b'7\r\n',7.7334942,7
b'7\r\n',7.7336463,7
b'7\r\n',7.7337948,7
b'7\r\n',7.733942,7
b'6\r\n',7.7340909,6
b'6\r\n',7.7342391,6
b'6\r\n',7.7343869,6
b'6\r\n',7.734534,6
b'6\r\n',7.7346816,6
b'5\r\n',7.7348277,5
b'187\r\n',7.7350728,187
b'248\r\n',7.7353147,248
b'248\r\n',7.7372308,248
b'248\r\n',7.7374953,248
b'19\r\n',7.7376926,19
b'5\r\n',7.7378403,5
b'4\r\n',7.7379873,4
b'4\r\n',7.738134,4
b'5\r\n',7.7382844,5
b'5\r\n',7.7384344,5
b'5\r\n',7.7385814,5
b'5\r\n',7.7387287,5
b'5\r\n',7.7388774,5
b'6\r\n',7.7390238,6
b'6\r\n',7.7391732,6
b'27\r\n',7.739368,27
b'248\r\n',7.7412222,248
b'247\r\n',7.7414884,247
b'248\r\n',7.7417317,248
b'135\r\n',7.7419756,135
b'7\r\n',7.7421215,7
b'7\r\n',7.7422681,7
b'6\r\n',7.7424143,6
b'6\r\n',7.7425598,6
b'6\r\n',7.7427053,6
b'5\r\n',7.742851,5
b'5\r\n',7.7429964,5
b'5\r\n',7.7431418,5
b'4\r\n',7.7432899,4
b'4\r\n',7.7434375,4
b'3\r\n',7.7452526,3
b'248\r\n',7.7455525,248
b'248\r\n',7.7458571,248
b'248\r\n',7.7461576,248
b'247\r\n',7.7464522,247
b'7\r\n',7.7466203,7
b'5\r\n',7.7467797,5
b'5\r\n',7.7469385,5
b'5\r\n',7.7470973,5
b'5\r\n',7.7472555,5
b'6\r\n',7.747414,6
b'6\r\n',7.7475721,6
b'6\r\n',7.7477305,6
b'6\r\n',7.7493227,6
b'6\r\n',7.7494968,6
b'6\r\n',7.7496486,6
b'247\r\n',7.7498941,247
b'248\r\n',7.7501404,248
b'248\r\n',7.7503901,248
b'248\r\n',7.7506356,248
b'15\r\n',7.7508399,15
b'6\r\n',7.7510031,6
b'6\r\n',7.7511507,6
b'5\r\n',7.7513002,5
b'5\r\n',7.7514485,5
b'4\r\n',7.7515961,4
b'4\r\n',7.753574,4
b'4\r\n',7.753736,4
b'4\r\n',7.7538855,4
b'3\r\n',7.754034,3
b'3\r\n',7.7541821,3
b'174\r\n',7.7544323,174
b'248\r\n',7.7546785,248
b'248\r\n',7.7549211,248
b'248\r\n',7.7551629,248
b'22\r\n',7.7553571,22
b'6\r\n',7.7555035,6
b'6\r\n',7.7556502,6
b'6\r\n',7.7557982,6
b'6\r\n',7.7575524,6
b'6\r\n',7.757716,6
b'6\r\n',7.7578667,6
b'7\r\n',7.7580162,7
b'7\r\n',7.7581643,7
b'7\r\n',7.7583109,7
b'7\r\n',7.7584584,7
b'12\r\n',7.7586592,12
b'248\r\n',7.7589034,248
b'248\r\n',7.7591504,248
b'248\r\n',7.7593918,248
b'139\r\n',7.7596383,139
b'5\r\n',7.7597846,5
b'4\r\n',7.7616385,4
b'4\r\n',7.761835,4
b'4\r\n',7.7620198,4
b'3\r\n',7.7621986,3
b'3\r\n',7.7623689,3
b'3\r\n',7.7625382,3
b'4\r\n',7.7627146,4
b'4\r\n',7.7628691,4
b'4\r\n',7.7630222,4
b'4\r\n',7.7631741,4
b'248\r\n',7.7634275,248
b'248\r\n',7.763677,248
b'248\r\n',7.7639267,248
b'248\r\n',7.7656167,248
b'9\r\n',7.7658991,9
b'7\r\n',7.7660517,7
b'6\r\n',7.7662013,6
b'6\r\n',7.7663565,6
b'6\r\n',7.7665076,6
b'7\r\n',7.7666557,7
b'7\r\n',7.7668037,7
b'7\r\n',7.7669522,7
b'6\r\n',7.7670997,6
b'6\r\n',7.7672473,6
b'6\r\n',7.7673947,6
b'245\r\n',7.7676391,245
b'248\r\n',7.7678873,248
b'248\r\n',7.7681329,248
b'248\r\n',7.7701142,248
b'14\r\n',7.7703195,14
b'4\r\n',7.7704717,4
b'3\r\n',7.7706204,3
b'3\r\n',7.7707685,3
b'4\r\n',7.7709177,4
b'4\r\n',7.7710671,4
b'4\r\n',7.7712153,4
b'5\r\n',7.7713638,5
b'5\r\n',7.7715119,5
b'5\r\n',7.7716595,5
b'5\r\n',7.7718096,5
b'187\r\n',7.7720541,187
b'248\r\n',7.7738774,248
b'248\r\n',7.7742582,248
b'248\r\n',7.7745125,248
b'24\r\n',7.7747106,24
b'7\r\n',7.77486,7
b'7\r\n',7.7750112,7
b'7\r\n',7.7751589,7
b'6\r\n',7.7753056,6
b'6\r\n',7.7754522,6
b'6\r\n',7.7755988,6
b'6\r\n',7.7757453,6
b'6\r\n',7.7758931,6
b'5\r\n',7.7760421,5
b'5\r\n',7.7761897,5
b'4\r\n',7.7763371,4
b'248\r\n',7.778063,248
b'247\r\n',7.7783208,247
b'248\r\n',7.7785701,248
b'247\r\n',7.7788172,247
b'6\r\n',7.7789667,6
b'4\r\n',7.7791197,4
b'4\r\n',7.7792705,4
b'4\r\n',7.77942,4
b'5\r\n',7.7795696,5
b'5\r\n',7.7797234,5
b'5\r\n',7.779873,5
b'6\r\n',7.7800224,6
b'6\r\n',7.7801725,6
b'6\r\n',7.7821642,6
b'6\r\n',7.7823272,6
b'248\r\n',7.7825805,248
b'248\r\n',7.7828252,248
b'248\r\n',7.7830692,248
b'248\r\n',7.783315,248
b'13\r\n',7.7835128,13
b'7\r\n',7.7836627,7
b'6\r\n',7.7838098,6
b'6\r\n',7.783957,6
b'6\r\n',7.7841038,6
b'5\r\n',7.7842506,5
b'5\r\n',7.7843968,5
b'5\r\n',7.7863299,5
b'5\r\n',7.7864991,5
b'4\r\n',7.7866495,4
b'4\r\n',7.7867981,4
b'236\r\n',7.7870471,236
b'248\r\n',7.7872928,248
b'248\r\n',7.7875415,248
b'248\r\n',7.7877841,248
b'15\r\n',7.7879801,15
b'5\r\n',7.7881273,5
b'5\r\n',7.7882746,5
b'6\r\n',7.7884249,6
b'6\r\n',7.7885736,6
b'6\r\n',7.7904216,6
b'6\r\n',7.7905962,6
b'6\r\n',7.7907489,6
b'6\r\n',7.7908986,6
b'7\r\n',7.7910477,7
b'6\r\n',7.7911969,6
b'160\r\n',7.7914424,160
b'248\r\n',7.7916866,248
b'248\r\n',7.7919306,248
b'248\r\n',7.7921748,248
b'24\r\n',7.7923721,24
b'6\r\n',7.7925202,6
b'5\r\n',7.7928335,5
b'5\r\n',7.7941372,5
b'5\r\n',7.7944249,5
b'4\r\n',7.7945945,4
b'4\r\n',7.7947548,4
b'4\r\n',7.7949271,4
b'3\r\n',7.7950948,3
b'3\r\n',7.795246,3
b'3\r\n',7.7953991,3
b'3\r\n',7.7955526,3
b'248\r\n',7.7958029,248
b'248\r\n',7.7960528,248
